timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Mag X,Mag Y,Mag Z
1665258581596,-72,121,237,131,151,2592,2070,3278,-4779
1665258581596,-72,121,237,131,151,2592,2070,3278,-4779
1665258581610,-72,121,237,132,215,2575,2070,3278,-4779
1665258581612,-72,121,237,132,215,2575,2070,3278,-4779
1665258581612,-79,126,240,128,289,2576,2473,3123,-4723
1665258581632,-79,126,240,128,289,2576,2473,3123,-4723
1665258581635,-79,126,240,135,326,2669,2473,3123,-4723
1665258581635,-79,126,240,181,311,2767,2473,3123,-4723
1665258581635,-65,110,244,181,311,2767,2473,3123,-4723
1665258581636,-65,110,244,196,336,2790,2473,3123,-4723
1665258581658,-65,110,244,196,336,2790,2473,3123,-4723
1665258581663,-54,102,251,167,329,2780,2473,3123,-4723
1665258581663,-54,102,251,167,329,2780,2473,3123,-4723
1665258581663,-54,102,251,149,277,2786,2473,3123,-4723
1665258581676,-54,102,251,149,277,2786,2473,3123,-4723
1665258581678,-46,92,245,112,255,2789,2473,3123,-4723
1665258581678,-46,92,245,57,243,2806,2473,3123,-4723
1665258581693,-46,92,245,57,243,2806,2473,3123,-4723
1665258581695,-47,82,251,38,187,2851,2473,3123,-4723
1665258581695,-47,82,251,38,187,2851,2473,3123,-4723
1665258581712,-47,82,251,33,201,2900,2473,3123,-4723
1665258581714,-47,82,251,33,201,2900,2473,3123,-4723
1665258581714,-23,62,260,26,228,2892,2953,2803,-4671
1665258581714,-23,62,260,26,228,2892,2953,2803,-4671
1665258581734,-23,62,260,33,200,2807,2953,2803,-4671
1665258581737,-23,62,265,39,204,2694,2953,2803,-4671
1665258581738,-12,51,265,39,204,2694,2953,2803,-4671
1665258581738,-12,51,265,32,173,2575,2953,2803,-4671
