timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Mag X,Mag Y,Mag Z
1665258254520,4,-2,269,191,-775,-172,3414,2102,-4776
1665258254520,4,-2,268,191,-775,-172,3414,2102,-4776
1665258254546,4,-2,268,191,-775,-172,3414,2102,-4776
1665258254550,4,-2,268,190,-773,-172,3414,2102,-4776
1665258254550,4,-2,268,190,-773,-172,3414,2102,-4776
1665258254550,5,-2,268,191,-775,-171,3414,2102,-4776
1665258254550,5,-2,268,191,-775,-171,3414,2102,-4776
1665258254564,5,-2,268,193,-776,-173,3414,2102,-4776
1665258254566,5,-2,268,193,-775,-171,3414,2102,-4776
1665258254566,4,-2,267,192,-775,-171,3414,2102,-4776
1665258254582,4,-2,267,194,-776,-173,3414,2102,-4776
1665258254584,4,-2,267,194,-776,-173,3414,2102,-4776
1665258254585,4,-2,268,191,-773,-172,3414,2102,-4776
1665258254585,4,-2,268,191,-773,-172,3414,2102,-4776
1665258254607,4,-2,268,194,-777,-174,3414,2102,-4776
1665258254609,4,-2,268,194,-777,-174,3414,2102,-4776
1665258254609,4,-3,268,192,-775,-174,3414,2102,-4776
1665258254609,4,-3,268,190,-775,-171,3414,2102,-4776
1665258254624,4,-3,268,190,-775,-171,3400,2093,-4782
1665258254626,4,-2,269,193,-777,-172,3400,2093,-4782
1665258254626,4,-2,269,193,-777,-172,3400,2093,-4782
1665258254643,4,-2,269,190,-773,-171,3400,2093,-4782
1665258254645,4,-2,269,190,-773,-171,3400,2093,-4782
1665258254645,4,-3,268,196,-778,-174,3400,2093,-4782
1665258254645,4,-3,268,196,-778,-174,3400,2093,-4782
1665258254663,4,-3,268,191,-773,-172,3400,2093,-4782
1665258254666,4,-3,268,194,-776,-174,3400,2093,-4782
1665258254666,4,-2,268,194,-776,-174,3400,2093,-4782
1665258254666,4,-2,268,194,-777,-173,3400,2093,-4782
1665258254687,4,-2,268,194,-777,-173,3400,2093,-4782
1665258254688,3,-3,269,190,-775,-171,3400,2093,-4782
1665258254688,3,-3,269,190,-775,-171,3400,2093,-4782
1665258254688,3,-3,269,192,-777,-174,3400,2093,-4782
1665258254706,3,-3,269,192,-777,-174,3400,2093,-4782
1665258254707,4,-2,269,192,-775,-174,3400,2093,-4782
1665258254707,4,-2,269,192,-775,-173,3400,2093,-4782
1665258254722,4,-2,269,192,-775,-173,3443,2099,-4790
1665258254724,4,-1,269,191,-773,-171,3443,2099,-4790
1665258254724,4,-1,269,191,-773,-171,3443,2099,-4790
1665258254742,4,-1,269,193,-776,-173,3443,2099,-4790
1665258254744,4,-1,269,193,-776,-173,3443,2099,-4790
1665258254744,3,-2,269,193,-777,-174,3443,2099,-4790
1665258254744,3,-2,269,193,-775,-172,3443,2099,-4790
1665258254762,3,-2,269,189,-775,-172,3443,2099,-4790
1665258254764,3,-2,269,192,-777,-172,3443,2099,-4790
1665258254764,3,-2,269,192,-777,-172,3443,2099,-4790
1665258254764,3,-2,269,192,-776,-172,3443,2099,-4790
1665258254784,3,-2,269,192,-776,-172,3443,2099,-4790
